content,label
Sistem sangat buruk,Negative
Sistem BUSUK!!! tidak mempermudah tapi malah mempersulit hidup!!!,Negative
"Aplikasi kurang cerdas,saya sudah terdaftar di djp dan sudah sukses,namun setiap mau login di app djp ini sllu aja tertulis npwp/psword salah /errorr.padahal login di web djp lancar2 saja. Gak beres ini aplikasi tolong diperbaiki biar memudah kan costomer mu lg. Saya unistal saja dah.",Negative
Alhamdulillah,Positive
APLIKASI SAMPAH KAGA BISA DI KLIK DIEM DI LOGIN,Negative
"Sangat buruk sekali saya mau daftar sudah di bagian verivikasi tidak bisa di klik sama sekali,tolong perbaiki sistem nya",Negative
crash dan bug mulu dah,Negative
Mohon maaf aplikasi setiap mau daftar kenapa tidak bisa masuk data sudah di kirim dan benar semua kenapa masih error dan gagal terus verifikasi mohon di benarkan,Negative
Mantp,Positive
"Mau masuk aja sulit nya minta ampun , mau buat laporan spt aja sulit nya minta ampun, udah masukin NPWP dan pasword nya salah mulu, minta kode EFIN aja di suruh melengkapi data lagi. Waktu pendaftaran NPWP kn sudah lengkap, aneh",Negative
mw bikin npwp aja susah bgt payah👎👎,Negative
"Mau masuk aja susah,NPWP pisik sudah ada tapi di aplikasi NPWP tidak tercatat",Negative
Sangat bagus,Positive
"Tolong diperbaiki, susah banget untuk login. Padahal sandi sudah bener tapi tidak bisa login. Mau atur ulang sandi tapi ribet nya minta ampun. Yang serius dong !",Negative
"Sistem CACAT, maksa banget bikin apk begini setengah"", Yang sulit malah makin sulit KOCAK",Negative
Input Nama wilayah nya dibikin susah buat nyari,Negative
"Apk bobrok gk ada fungsi nya,apk itu untuk mempermudah bukan mempersulit tks",Negative
"Sistem buruk, login sulit, gagal terus. Payah",Negative
"NEGARA INSTANSI NYA GK BERMUTU. UDAH NARIK IURAN,UPETI,PAJAK... INI PELAYANAN NYA GK LENGKAP. HADUH",Negative
G bisa daftar kocak bnget aplikasi jelas g niat bikin aplikasi nya kocak kocak,Negative
"Salah satu aplikasi dari pemerintah yang sampah, sangat mepersulit....dana terus aja di korupsi buat aplikasi masyarat juga",Negative
Di coba berkali2 untuk permohonan efin gagal terus,Negative
Ga bisa discrol... Hadeh... Aplikasi gurem. Buat pajak lo ini...,Negative
"Susah log in , pdhal email sandi udah tercatat & benar ..",Negative
"Kalau tidak bisa bikin apk pajak, lebih baik tidak usah bikin apk pajak. Saya tekan bikin akun gk bisa, login akun NPWP saya malah gk terdaftar/password salah, saya tekan lupa password pun gk bisa dipencet. Banyak banget kekurangan dari apk ini. Padahal hp saya bagus lho~ ram 8gb rom 256gb tapi buat mengoperasikan apk pajak ini gk bisa sama sekali sumpah.",Negative
Kenapa pendaftaran isi formulir ini susah banget ribet. dari semalam Pribadi Nama Email Kata sandi. No hp Otp Pertanyaan pribadi Captcha ( berulang-ulang gak selesai2 ) Pulsa Habis disedot wkwk Nyari2 di sosmed Banyak banget Callo 😆😂 Massa di aplikasi resmi nya rakyat mau di peras juga Tolong dipermudah lagi trimakasih,Negative
"Jujur saya sangat kecewa , krn apa. Terlalu banyak. Permintaan dan aturan login , haruspake kode efin lah , apalah . Dulu gak Seperti ini Gini kalo terlalu banyak aturan jadinya gak efisien, di. Minta melalui live chat , ada alasan gak tersambung dengan jaringan , Yang ada lah username tidak sesuai jelas2 itu sudah kita masukkan akun sewaktu mendaftar, adalah no npwp tidak terdaftar tapi sudah ada npwp, Gak jelas😡😡😡😡😡😡😡😡😡😡😡😡",Negative
susah dan ribet,Negative
"""Tidak bisa melanjutkan validasi data"" Saya kira tujuan adanya aplikasi sbg mempermudah registrasi, ternyata semakin mempersulit kondisi. Payah sekali huuuhhhh.....",Negative
aplikasi sampah,Negative
Onle malah gagal,Negative
Aplikasi sampah .... Udah isi data sesuai untuk mendapatkan efin malah di tolak,Negative
Mantap,Positive
Susah banget minta efin,Negative
"Saya mau cek efin kg bisa# ya, gagal trs",Negative
Verifikasi gagal terus,Negative
Terlalu ribet daftarnya dan suka bug saat daftar udh gitu email-nya malah nyangkut terdaftar parah bener,Negative
"Aplikasi jebol, memalukan pemerintah bobrok, kebanyakan korupsi, kebanyakam utang sampe bengkak, harga2 semuanya jadi pada mahal 10 kali naikim harga bbm, rupiah melemah, segala2nya impor, pupuk dll sulit, najis. amit2.. sue.",Negative
SUMPAH GA GUNA BGT.,Negative
"Aplikasi eror, tidak bisa d buka",Negative
"Sangat membantu,cukup dari rumah sudah selesai. Cuma saat registrasi tetep harus dipandu google",Positive
Baru bikin NPWP Password anda salah Sabar aku kak Harus pake Kode EFIN mau ganti password ^_^ kode EFIN Dateng ke kantor yah ?:) Hehe,Negative
Fitur lupa efin gak berfungsi cuma pajangan doang.,Negative
Pelayanannya sangat lambat juga ribet seharusnya pendaftaran npwp maupun pengaktifan NPWP tidak harus ribet sepeti ini,Negative
Ngak fungsi lupa password ga bisa. Sekelas djp aplikasinya giniamat,Negative
Bisa ga di aplikasi penting kaya gini tuh di urusin?,Negative
"Harusnya bisa bayar pajak langsung di sini, gak perlu bolak balik ke kantor pos/bank",Neutral
"Aplikaai apaan ini. Percumah di adakan aplikasi kalau ndaftar mesti datang ke kantor mbuang""- biaya dan waktu. Aplikasi begini pret lahh",Negative
Hari ini gak bisa ke buka tiba-tiba keluar sendiri kaya ada error atau bug,Negative
"Saya baru mendaftarkan npwp online dan sudah jadi ketika saya mau login pada akun npwp saya sudah memasukkan Nomer NPWP NIK dan juga password dengan benar sama sekali tidak bisa sudah coba berulang kali tetap saja gabisa masuk, tolong dong dibenerin sistemnya agar dipermudah yang utama itu setelah terdaftar dan terverifikasi ketika sy mau login ke akun saya malah gabisa dengan keterangan (username dan password salah) dan akun terblokir mksdnya gimana? sy cek npwp sy ada tapi kok login aja gbsa",Negative
Persulit aja semua ancur ancur dah makin males gua ngurusinnya,Negative
Semoga bisa,Positive
Mau bayar pajak untuk negara kok susah kali,Negative
Mau update data ke nik.. dipilihan lupa efin nunggu verifikasi nulis 10x gagal terus.. mau bayar pajak aja ribet banget ya.. kalo nggak bayar pajak kita yang disalahin,Negative
Pokok nya aplikasi yang berhubungan milik PEMERINTAH gak ada yang BENAR BENAR MEMPERMUDAH. saya bukan orang GAPTEK klo soal LOGIN malah gak bisa MASUK dan TERBLOKIR. saya lakukan berbagai cara dgn mengisi ulang data yg di MINTA malah Bla Bla Bla Bla... Saya bukan menjelekkan PEMERINTAH malah saya BANGGA menjadi WNI. Tp klo aplikasi milik pemerintah KEBANYAKAN SAMPAH mempersulit MASYARAKAT nya. Masyarakat sdh TAAT tp aplikasi nya MEMPERBURUK keadaan.,Negative
Untuk daftar npwp aja syulit,Negative
Buruk,Negative
Terima kasih M-Pajak,Positive
"Sekedar masukan aja untuk developernya tolong diperbaiki masa login lewat aplikasi kata sandi nya salah terus sedangkan lewat web bisa,terpaksa di uninstal dulu",Negative
"SEMUA PRODUK APLIKASI DALAM NEGERI AMPASS. GITU NYURUH ANAK BANGSA BUAT APLIKASI MANDIRI? KALIAN YANG DI BIAYAIN NEGARA AJA KERJA GA BECUS 3 KALI DAFTAR VERIFIKASI GAGAL. DATA SUDAH SESUAI KTP, APK RUSAKKK",Negative
Ok,Positive
Buruk sekali,Negative
"Jaman digital bro,pake fitur lupa EFIN dah sesuai semua,malah gagal gagal terus ga jelas emang lah",Negative
"Maunya apa sih lu.? Instansi sekelas pemerintah negara tapi abal , maknya jangan banyak"" Korupsi ribet banget ngurus gini doang",Negative
mana SMS verifikasi nunggu lama lama,Negative
Aplikasi pemerintah meresahkan semua tapi gaji yang buat di luar nurul,Negative
Akibat banyak koruptor ...mau memberi uang aja sulit...nasib2 NKRI,Negative
"Ini aplikasi pemerintah tapi kok tidak berjalan dengan baik ya. Tidak memudahkan sama sekali. Mau daftar pakai email aja, email nya huruf kecil semua dia formatnya huruf besar semua. Hahahaha. Gimana ini dong, ngisinya? Verifikasi emailnya ga masuk-masuk ini",Negative
Top,Positive
Ok jga untuk mengurangi penyimpangan pjak,Positive
"Ampuuuuuun dah, web dan apk sama aja email riset pin. sampai ulasan ini aku buat udah 10 x permohonan riset pin namun email riset pin gak kunjung di kirim. Kerja bagus untuk petugas dan system djb,.salut saya😘😘😘😘😘🤩🤩🤩🤩🤭🤭🤭🫢🫢",Negative
Cuma blank putih saja. Ngabisin kuota sia sia,Negative
"Buruk banget, Baru bikin akun npwp otp susah, udh bisa bikin npwp ga bisa masuk akunnya, Password salah lah, d reset bbrpa kali tetep gabisa, d cek npwpnya tidak terdaftar, ga ngerti sistemnya gmna, ganiat bikin online ini sih mempersulit bukan mempermudah",Negative
"GAJELASS GAPCHA NYAAA,salahh muluuuuu perbarui lah APK bknny mempermudah malah mempersulit!!!",Negative
sangat membantu dan mudah digunakan 🙏,Positive
Data udah bener tapi gagal di input,Negative
"tidak menyediakan fitur nomor tidak aktif dikarenakan sudah tidak aktif dan gada fitur live chat cs, malah hrus nelpon telpon kantor🤦🏻‍♂️",Negative
"Penting,,,",Positive
Aplikasi abal² alamat udah sesuai sm KTP.tp verifikasi gagal terus.nanan ah ngapain juga ganti no npwp ke nik.klo sistem ga bagus....,Negative
Aplikasi parah,Negative
Mau daftar NPWP kok susah banget OTP nya gak datang-datang padahal udah di coba berkali-kali,Negative
"Nyesal Download, auto unistal",Negative
"Gimana klo lupa efin trus nomer nya udah gak aktif lagi, sumpah hiduo dinindonesia sulit banget tiap tahun gak bisa lapor pajak jadinya di kenain denda muku tiap tahunya padahal disini lagi nganggur",Negative
Sangat mempersulit,Negative
"Sungguh tidak berpungsi,,",Negative
Proses daftar lama,Negative
"Susah skli Dftar smpai k lngkah 2, rquest OTP ggal2 trus Pdhal krtu sim aktiv, jg ad plsa, pkai krtu tlkomsel jg, urus d kkp trdkat gk bisa bntu hrus ssuai wilyah KTP msak cman urus kita byar pjak msih d prsulit",Negative
Aplikasi ndak ada gunanya,Negative
Terlalu ribet,Negative
"Bayar pajak mahal, aplikasinya ampas, ngisi capta g kelar"" d korupsi tros blok",Negative
App ngak berguna....no npwp bener pswd bener ttp g bisa masuk.....klo g biaa bikin app gausah bikin sekalian,Negative
Mau login aja susah..login di web bisa..,Negative
Error terus kenapa ya,Negative
Memang bikin susah aplikasi pemerintah,Negative
Tehnik mesin,Neutral
Susah bgt minta efin . Data udh bener sampe diUlang2 . Lebih teliti udh bener ttp Gagal . Aplikasi Ga membantu 🥲,Negative
Sangat mbantu,Positive
Good joob m-pajak sangat memudahkan dalam transaksi pajak secara online dan daring.,Positive
Tertib pajak,Positive
"Mau bayar pajak aja, aplikasi nya tidak ramah user Mau di bayar apa enggak nih ... Mau taat bayar pajak tapi belibet aplikasi nya Kita ni mau bayar lho, bukan mau minta",Negative
susah masuk aplikasi nya loading terus gak ada muncul apa apa pisan parah 🤦‍♂️,Negative
padahal mudah digunakan login lancar dari sekian komen hanya mencela...benar sih kata org2 SDM kita masih rendah,Neutral
Kau makan uang haram aja kerjaannya wkwkw. Ayo beli rubicon lg ngab biar indonesia ini makmur damai sejahtera,Negative
Website sama aplikasi sama aja nggak ada yg beres . . Mau login aja susah amat dibilang npwp sama password salah mulu . . Mau minta Efin ehh malah dikirimnya ke yopmail padahal semua juga pakainya gmail . . Lagian mana ada yg pakai email yopmail . . Hadeehh makanya duit rakyat dipakai yg bener donk diilangin tuh yg korup2 biar bisa bikin akses online yg memudahkan buat rakyat,Negative
"Lebih mudah daftar ML. Miris banget di web error, di apk error, sinyal padahal bagus, tapi selalu error.",Negative
"Aplikasi gajebo, lupa password, buat baru, lupa efin ga bisa diklik, Ama duitnya cpt banget perbaiki dl aplikasinya ,",Negative
like,Positive
mantapp,Positive
"Kena denda gara2 lelet, bales wa sueee",Negative
Ribet banget dongok mending ga usah bayar pajak gw,Negative
Sangat membantu,Positive
Eror an,Negative
Makin lama makin di persulit nih aplikasi cek nomer efin selalu gagal error,Negative
3 dlu,Neutral
Mantaap,Positive
Goood,Positive
Mantap x pun,Positive
"Aplikasi g berguna,lupa efin udah di isi semua sesuai dengan permintaan begitu di submit verifikasi gagal.",Negative
Efin katanya sudah dikirim ke email terdaftar tapi cek email gak ada. Bagaimana ini?,Negative
Ga membantu sama sekali,Negative
"Orang mau bayar pajak yg notabene penghasilan negara aja dipersulit, KASIH SOLUSI DONG BUAT ORG YG PROVIDERNYA 3, AXIS DAN SMARTFREN !!! JANGAN DISURUH GANTI NOMER LAIN, ITU NOMER UDH BERTAHUN2 DIPAKE MASA SURUH GANTI. LANGSUNG KE KANTOR PELAYANAN NYA PUN GK ADA SOLUSI. GAK USH DI BAYAR SEKALIAN KLO KAYAK GINI PELAYANAN NYA !!!",Negative
"Aplikasi dancok, aplikasi ae sibuk , Aplikasi pemerintah kok koyo siput",Negative
"Yaampun gabisa login dong, padahal di websitenya bisa login loh...perbaiki dong!!!",Negative
"Fitur aplikasi gk bisa di klik, kek org bodoh nih yg buat",Negative
"Udah seneng bisa buat e-billing dgn cepet sewaktu-waktu, tapi aplikasinya error, klik jenis pajak dll gak muncul pilihannya, ngadat. Sungguh mengecewakan, mau pakai aplikasi lain ada biaya admin pula",Negative
Bagaimna Sih Ini aplikasi 1500200 untuk tanya solusi mau terhubung dengan Call Center malah cukup potong pulsa langsung dikasih mati...kalian niat kerja tidak.. kita minta bantuan ko susa sekali,Negative
Good aplikation,Positive
Menurut saya aplikasi pajak ini di ganti saja judulnya menjadi aplikasi mempersulit masyarakat . Miris padahal di kelola negara bikin susah rakyat aja lupa efin pun seperti mau mati,Negative
Good job buat djp!,Positive
Gua sampe 4 x bikin aku google tetap tidak bisa ya segala reques otp nya ngk ada masuk pesan nya trus pas kita mau bikin lagi pakai aku yg lain no hp nya ngk bisa lagi hadeh di aplikasi bukan nya mempermudah jadi memper sulit apalagi pas jaringan nya buruk,Negative
Lupa sandi GK bisa Daftar baru GK bisa Nyuci piring bisa kau?🤬😡,Negative
Aplikasi error terus,Negative
INTINYA KITA DIPERSULIT UNTUK AKSESNYA DAN LAMA2 GABISA MANTAU TAU2 PAJAKNYA MEMBENGKAK 🤣,Negative
🤮,Negative
"Uangnya di korupsi mulu... Noh betulin aplikasinya dan di webnya,.. masuk aja sulit lelet minta ampun niat bikin aplikasi kagak haa",Negative
Susah kali sih buat NPWP gua habis 15k pulsa kebuat akun aja belum,Negative
Sulit untuk masuk katanya nik ktp sulit ditemukan,Negative
Baik,Positive
"Masukkannya kalau bisa untuk pelaporan SPT bisa melalui aplikasi ini juga ya, ditunggu updatenya Terimakasih",Neutral
Velidasi data susah bnr ampun dh dr mlm sampe pagi cuma ngisi data aja ga bisa bisa,Negative
"Uang pajak rakyat yang banyak itu kemana aja? Seharusnya uang pajak rakyat itu sisihin juga buat memperbaiki aplikasi ini coy, bukan buat masuk kantong pribadi kalian. Sekelas pemerintahan pajak yakali aplikasinya busuk kek gini! Aplikasi busuk",Negative
Terima kasih !!,Positive
Yang membuat aplikasi ini pasti orang LOL TO mau ganti kata sandi nungguin email 10 kali nggak ada masuk,Negative
Aplikasi tidak berguna,Negative
"seharusnya di aplikasi pajak ini bisa sekalian lapor SPT,tapi gak bisa harus ke web djponline.go.id.jadi aplikasi ini gak bermanfaat utk semua ttg pajak.seharusnya di aplikasi ini semua bisa.",Negative
Mau masuk saja sudah di persulit apl apaan ini,Negative
Kenapa ya setiap aplikasi tentang instansi pemerintah pasti bobrok gak bergunaa,Negative
Membantu,Positive
Mmbntu,Positive
"Lupa efin, suruh ngisi data. Sudah ngisi data malah dan tetep gak bisa alhasil ujung ujungnya suruh ke kantor pajak terdekat.... Hemmm",Negative
"Pusing banget ingin bikin NPWP juga,",Negative
Error mulu,Negative
Tolol,Negative
Kenapa tidak bisa masuk apk ..padahal baru mau daftar efin,Negative
G niat buat aplikasi,Negative
"Cara lihat Spt th 2021+2022 untuk diprint gimana caranya di amplikasi apa ,apa bisa minta kantor pajak untuk ngirim ke email saya",Neutral
PARAH BUKAN NYA DI PERBAIKI MALAH NAMBAH BURUK,Negative
Aplikasi gak guna tu yang kerja IQ nya nol.aplikasi gak mutu sering eror mulu,Negative
ok,Positive
"aplikasi gajelas. dipikir nya kita2 ni punya byk waktu buat mampir ke kantor pajak ? online tujuannya biar enak, eh aplikasi nya jelek. kalo ga lapor, dikenakan denda ?! salahin lah aplikasi kalian knp jelek. huh. kalo pake link internet biasa, haduuh ribet dan ga mudeng. pdhl enak bgt kalo log in pake effin dan no npwp gtu lhooo, ga repot. lagian nomor npwp kan pasti setiap org beda ya ?",Negative
"GK bisa masuk ke aplikasi,,unexpected error occurred ,trus restar2 terus",Negative
"Ribet, lebih mudah registrasi situs bokep dripada lapor pajak.",Negative
Busuk percuma buat aplikasi tidak bisa menyelesaikan masalah,Negative
Buat billing gak bisa,Negative
"Aplikasi nya kaya di kelola anak smk , cape2 ngisi lupa efin, lgsg error wkwkk gak niat bikin applikasi",Negative
Aplikasi bugnya membagongkan... selalu gagal pas udah ngumpul dokumen untuk EFIN selalu gagal,Negative
Lumayan 👍,Positive
"Emang bener di komentar kalau aplikasi ini mempersulit, pas saya coba emang mempersulit, data sudah lengkap, punya negara kok gini sistem nya, kemana uang kami bukan nya bekerja dengan benar malah asal asalan",Negative
"Kalau fitur belum bisa dipakai lebih baik dihapus, katanya bisa minta kode effin tapi sudah coba berkali kali tidak bisa.",Negative
"Mau daftar npwp sulit, web dan aplikasi sama sama gak jelas, ""data gagal di simpan, eror constrait database, silakan hubungin adminisiator.... Tidak ada penjelasan kesalah dimana. Hubungin CS isi bot gak dan berbayar pulsa tidak menyelesaikan masalah.",Negative
